40002|7204974|1|99|14702|14727|2023|14722|1|
40002|7204976|1|12|14702|14727|2023|14722|1|
40002|7204978|1|99|14702|14727|2023|14722|1|
40002|7204980|1|99|14702|14727|2023|14722|1|
40002|7204982|1|99|14702|14727|2023|14722|1|
40002|7204984|1|99|14702|14727|2023|14722|1|
40002|7204986|1|99|14702|14727|2023|14722|1|
40002|7204988|1|99|14702|14727|2023|14722|1|
40002|7204990|1|99|14702|14727|2023|14722|1|
40002|7204992|1|99|14702|14727|2023|14722|1|
40002|7204994|1|99|14702|14727|2023|14722|1|
40002|7204996|1|99|14702|14727|2023|14722|1|
40002|7204998|1|99|14702|14727|2023|14722|1|
40002|7205000|1|99|14702|14727|2023|14722|1|
40002|7205002|1|99|14702|14727|2023|14722|1|
40002|7205004|1|99|14702|14727|2023|14722|1|
40002|7205006|1|99|14702|14727|2023|14722|1|
40002|7205008|1|99|14702|14727|2023|14722|1|
40002|7205010|1|99|14702|14727|2023|14722|1|
40002|7205012|1|99|14702|14727|2023|14722|1|
40002|7205014|1|99|14702|14727|2023|14722|1|
40002|7205016|1|99|14702|14727|2023|14722|1|
40002|7205018|1|99|14702|14727|2023|14722|1|
40002|7205020|1|99|14702|14727|2023|14722|1|
40002|7205022|1|99|14702|14727|2023|14722|1|
40002|7205024|1|99|14702|14727|2023|14722|1|
40002|7205026|1|99|14702|14727|2023|14722|1|
40002|7205028|1|99|14702|14727|2023|14722|1|
40002|7205030|1|99|14702|14727|2023|14722|1|
40002|7205032|1|99|14702|14727|2023|14722|1|
40002|7205034|1|99|14702|14727|2023|14722|1|
40002|7205036|1|99|14702|14727|2023|14722|1|
40002|7205038|1|99|14702|14727|2023|14722|1|
40002|7205040|1|99|14702|14727|2023|14722|1|
40002|7205042|1|99|14702|14727|2023|14722|1|
40002|7205044|1|99|14702|14727|2023|14722|1|
40002|7205046|1|99|14702|14727|2023|14722|1|
40002|7205048|1|99|14702|14727|2023|14722|1|
40002|7205050|1|99|14702|14727|2023|14722|1|
40002|7205052|1|99|14702|14727|2023|14722|1|
40002|7205054|1|99|14702|14727|2023|14722|1|
40002|7205056|1|99|14702|14727|2023|14722|1|
40002|7205058|1|99|14702|14727|2023|14722|1|
40002|7205060|1|99|14702|14727|2023|14722|1|
40002|7205062|1|99|14702|14727|2023|14722|1|
40002|7205064|1|99|14702|14727|2023|14722|1|
40002|7205066|1|99|14702|14727|2023|14722|1|
40002|7205068|1|99|14702|14727|2023|14722|1|
40002|7205070|1|99|14702|14727|2023|14722|1|
40002|7205072|1|99|14702|14727|2023|14722|1|
40002|7205074|1|99|14702|14727|2023|14722|1|
40002|7205076|1|99|14702|14727|2023|14722|1|
40002|7205078|1|99|14702|14727|2023|14722|1|
40002|7205080|1|99|14702|14727|2023|14722|1|
40002|7205082|1|99|14702|14727|2023|14722|1|
40002|7205084|1|99|14702|14727|2023|14722|1|
40002|7205086|1|99|14702|14727|2023|14722|1|
40002|7205088|1|99|14702|14727|2023|14722|1|
40002|7205090|1|99|14702|14727|2023|14722|1|
40002|7205092|1|99|14702|14727|2023|14722|1|
40002|7205094|1|99|14702|14727|2023|14722|1|
40002|7205096|1|99|14702|14727|2023|14722|1|
40002|7205098|1|99|14702|14727|2023|14722|1|
40002|7205100|1|99|14702|14727|2023|14722|1|
40002|7205102|1|99|14702|14727|2023|14722|1|
40002|7205104|1|99|14702|14727|2023|14722|1|
40002|7205106|1|99|14702|14727|2023|14722|1|
40002|7205108|1|99|14702|14727|2023|14722|1|
40002|7205110|1|99|14702|14727|2023|14722|1|
40002|7205112|1|99|14702|14727|2023|14722|1|
40002|7205114|1|99|14702|14727|2023|14722|1|
40002|7205116|1|99|14702|14727|2023|14722|1|
40002|7205118|1|99|14702|14727|2023|14722|1|
40002|7205120|1|99|14702|14727|2023|14722|1|
40002|7205122|1|99|14702|14727|2023|14722|1|
40002|7205124|1|99|14702|14727|2023|14722|1|
40002|7205126|1|99|14702|14727|2023|14722|1|
40002|7205128|1|99|14702|14727|2023|14722|1|
40002|7205130|1|99|14702|14727|2023|14722|1|
40002|7205132|1|99|14702|14727|2023|14722|1|
40002|7205134|1|99|14702|14727|2023|14722|1|
40002|7205136|1|99|14702|14727|2023|14722|1|
40002|7205138|1|99|14702|14727|2023|14722|1|
40002|7205140|1|99|14702|14727|2023|14722|1|
40002|7205142|1|99|14702|14727|2023|14722|1|
40002|7205144|1|99|14702|14727|2023|14722|1|
40002|7205146|1|99|14702|14727|2023|14722|1|
40002|7205148|1|99|14702|14727|2023|14722|1|
40002|7205150|1|99|14702|14727|2023|14722|1|
40002|7205152|1|99|14702|14727|2023|14722|1|
40002|7205154|1|99|14702|14727|2023|14722|1|
40002|7205156|1|99|14702|14727|2023|14722|1|
40002|7205158|1|99|14702|14727|2023|14722|1|
40002|7205160|1|99|14702|14727|2023|14722|1|
40002|7205162|1|99|14702|14727|2023|14722|1|
40002|7205164|1|99|14702|14727|2023|14722|1|
40002|7205166|1|99|14702|14727|2023|14722|1|
40002|7205168|1|99|14702|14727|2023|14722|1|
40002|7205170|1|99|14702|14727|2023|14722|1|
40002|7205172|1|99|14702|14727|2023|14722|1|
40002|7205174|1|99|14702|14727|2023|14722|1|
40002|7205176|1|99|14702|14727|2023|14722|1|
40002|7205178|1|99|14702|14727|2023|14722|1|
40002|7205180|1|99|14702|14727|2023|14722|1|
40002|7204973|1|99|14702|14727|2023|14722|1|
40002|7204975|1|99|14702|14727|2023|14722|1|
40002|7204977|1|99|14702|14727|2023|14722|1|
40002|7204979|1|99|14702|14727|2023|14722|1|
40002|7204981|1|99|14702|14727|2023|14722|1|
40002|7204983|1|99|14702|14727|2023|14722|1|
40002|7204985|1|99|14702|14727|2023|14722|1|
40002|7204987|1|99|14702|14727|2023|14722|1|
40002|7204989|1|35|14702|14727|2023|14722|1|
40002|7204991|1|99|14702|14727|2023|14722|1|
40002|7204993|1|99|14702|14727|2023|14722|1|
40002|7204995|1|99|14702|14727|2023|14722|1|
40002|7204997|1|99|14702|14727|2023|14722|1|
40002|7204999|1|99|14702|14727|2023|14722|1|
40002|7205001|1|99|14702|14727|2023|14722|1|
40002|7205003|1|99|14702|14727|2023|14722|1|
40002|7205005|1|99|14702|14727|2023|14722|1|
40002|7205007|1|99|14702|14727|2023|14722|1|
40002|7205009|1|99|14702|14727|2023|14722|1|
40002|7205011|1|99|14702|14727|2023|14722|1|
40002|7205013|1|99|14702|14727|2023|14722|1|
40002|7205015|1|99|14702|14727|2023|14722|1|
40002|7205017|1|99|14702|14727|2023|14722|1|
40002|7205019|1|99|14702|14727|2023|14722|1|
40002|7205021|1|12|12002|12027|2023|12022|1|
40002|7205021|2|99|14702|14727|2023|14722|1|
40002|7205023|1|99|14702|14727|2023|14722|1|
40002|7205025|1|99|14702|14727|2023|14722|1|
40002|7205027|1|99|14702|14727|2023|14722|1|
40002|7205029|1|99|14702|14727|2023|14722|1|
40002|7205031|1|99|14702|14727|2023|14722|1|
40002|7205033|1|99|14702|14727|2023|14722|1|
40002|7205035|1|99|14702|14727|2023|14722|1|
40002|7205037|1|12|14702|14727|2023|14722|1|
40002|7205039|1|99|14702|14727|2023|14722|1|
40002|7205041|1|99|14702|14727|2023|14722|1|
40002|7205043|1|99|14702|14727|2023|14722|1|
40002|7205045|1|99|14702|14727|2023|14722|1|
40002|7205047|1|99|14702|14727|2023|14722|1|
40002|7205049|1|99|14702|14727|2023|14722|1|
40002|7205051|1|99|14702|14727|2023|14722|1|
40002|7205053|1|99|14702|14727|2023|14722|1|
40002|7205055|1|99|14702|14727|2023|14722|1|
40002|7205057|1|99|14702|14727|2023|14722|1|
40002|7205059|1|99|14702|14727|2023|14722|1|
40002|7205061|1|99|14702|14727|2023|14722|1|
40002|7205063|1|99|14702|14727|2023|14722|1|
40002|7205065|1|99|14702|14727|2023|14722|1|
40002|7205067|1|99|14702|14727|2023|14722|1|
40002|7205069|1|99|14702|14727|2023|14722|1|
40002|7205071|1|99|14702|14727|2023|14722|1|
40002|7205073|1|99|14702|14727|2023|14722|1|
40002|7205075|1|99|14702|14727|2023|14722|1|
40002|7205077|1|99|14702|14727|2023|14722|1|
40002|7205079|1|99|14702|14727|2023|14722|1|
40002|7205081|1|99|14702|14727|2023|14722|1|
40002|7205083|1|99|14702|14727|2023|14722|1|
40002|7205085|1|99|14702|14727|2023|14722|1|
40002|7205087|1|99|14702|14727|2023|14722|1|
40002|7205089|1|99|14702|14727|2023|14722|1|
40002|7205091|1|99|14702|14727|2023|14722|1|
40002|7205093|1|99|14702|14727|2023|14722|1|
40002|7205095|1|99|14702|14727|2023|14722|1|
40002|7205097|1|99|14702|14727|2023|14722|1|
40002|7205099|1|99|14702|14727|2023|14722|1|
40002|7205101|1|99|14702|14727|2023|14722|1|
40002|7205103|1|99|14702|14727|2023|14722|1|
40002|7205105|1|99|14702|14727|2023|14722|1|
40002|7205107|1|99|14702|14727|2023|14722|1|
40002|7205109|1|99|14702|14727|2023|14722|1|
40002|7205111|1|99|14702|14727|2023|14722|1|
40002|7205113|1|12|14702|14727|2023|14722|1|
40002|7205115|1|99|14702|14727|2023|14722|1|
40002|7205117|1|99|14702|14727|2023|14722|1|
40002|7205119|1|99|14702|14727|2023|14722|1|
40002|7205121|1|99|14702|14727|2023|14722|1|
40002|7205123|1|99|14702|14727|2023|14722|1|
40002|7205125|1|99|14702|14727|2023|14722|1|
40002|7205127|1|99|14702|14727|2023|14722|1|
40002|7205129|1|99|14702|14727|2023|14722|1|
40002|7205131|1|99|14702|14727|2023|14722|1|
40002|7205133|1|99|14702|14727|2023|14722|1|
40002|7205135|1|99|14702|14727|2023|14722|1|
40002|7205137|1|99|14702|14727|2023|14722|1|
40002|7205139|1|99|14702|14727|2023|14722|1|
40002|7205141|1|99|14702|14727|2023|14722|1|
40002|7205143|1|99|14702|14727|2023|14722|1|
40002|7205145|1|99|14702|14727|2023|14722|1|
40002|7205147|1|99|14702|14727|2023|14722|1|
40002|7205149|1|99|14702|14727|2023|14722|1|
40002|7205151|1|99|14702|14727|2023|14722|1|
40002|7205153|1|99|14702|14727|2023|14722|1|
40002|7205155|1|99|14702|14727|2023|14722|1|
40002|7205157|1|99|14702|14727|2023|14722|1|
40002|7205159|1|99|14702|14727|2023|14722|1|
40002|7205161|1|99|14702|14727|2023|14722|1|
40002|7205163|1|99|14702|14727|2023|14722|1|
40002|7205165|1|99|14702|14727|2023|14722|1|
40002|7205167|1|99|14702|14727|2023|14722|1|
40002|7205169|1|99|14702|14727|2023|14722|1|
40002|7205171|1|99|14702|14727|2023|14722|1|
40002|7205173|1|99|14702|14727|2023|14722|1|
40002|7205175|1|99|14702|14727|2023|14722|1|
40002|7205177|1|99|14702|14727|2023|14722|1|
40002|7205179|1|99|14702|14727|2023|14722|1|
40002|7205182|1|99|14702|14727|2023|14722|1|
40002|7205184|1|99|14702|14727|2023|14722|1|
40002|7205186|1|99|14702|14727|2023|14722|1|
40002|7205188|1|99|14702|14727|2023|14722|1|
