40002|7204974|1|14734|0002002SLP0049|
40002|7204976|1|14734|0002002VER0055|
40002|7204978|1|14734|01030020000010|
40002|7204980|1|14734|0002002NL00044|
40002|7204982|1|14734|01030020000006|
40002|7204984|1|14734|00070230486519|
40002|7204986|1|14734|0003008240CEZI|
40002|7204988|1|14734|0003008240CEZI|
40002|7204990|1|14734|0003008240CEZI|
40002|7204992|1|14734|01030020000006|
40002|7204994|1|14734|01030020000006|
40002|7204996|1|14734|0003012AIFAACZ|
40002|7204998|1|14734|01030020000006|
40002|7205000|1|14734|01030020000006|
40002|7205002|1|14734|000101700CZM56|
40002|7205004|1|14734|01030020000003|
40002|7205006|1|14734|0028515PALABRA|
40002|7205008|1|14734|01030020000003|
40002|7205010|1|14734|03020332100325|
40002|7205012|1|14734|07195020000000|
40002|7205014|1|14734|00276500000000|
40002|7205016|1|14734|00276660000000|
40002|7205018|1|14734|00276500000000|
40002|7205020|1|14734|01030020000006|
40002|7205022|1|14734|01030020000010|
40002|7205024|1|14734|00410050000000|
40002|7205026|1|14734|00276500000000|
40002|7205028|1|14734|01030020000006|
40002|7205030|1|14734|0028515PALABRA|
40002|7205032|1|14734|00070200486528|
40002|7205034|1|14734|0003008800CEZI|
40002|7205036|1|14734|01030020000006|
40002|7205038|1|14734|01030020000010|
40002|7205040|1|14734|00070230486518|
40002|7205042|1|14734|01030020000003|
40002|7205044|1|14734|01030020000006|
40002|7205046|1|14734|K050900000BPPV|
40002|7205048|1|14734|01030020000006|
40002|7205050|1|14734|01030020000003|
40002|7205052|1|14734|01030020000006|
40002|7205054|1|14734|01030020000006|
40002|7205056|1|14734|07195020000000|
40002|7205058|1|14734|0003008240CEZI|
40002|7205060|1|14734|07195020000000|
40002|7205062|1|14734|00276500000000|
40002|7205064|1|14734|01030020000010|
40002|7205066|1|14734|00276500000000|
40002|7205068|1|14734|0003008300CEZI|
40002|7205070|1|14734|01030020000003|
40002|7205072|1|14734|01030020000003|
40002|7205074|1|14734|01030020000010|
40002|7205076|1|14734|00276500000000|
40002|7205078|1|14734|01030020000006|
40002|7205080|1|14734|0003008300CEZI|
40002|7205082|1|14734|0003008240CEZI|
40002|7205084|1|14734|01030020000006|
40002|7205086|1|14734|00276500000000|
40002|7205088|1|14734|0003008240CEZI|
40002|7205090|1|14734|00276500000000|
40002|7205092|1|14734|01030020000003|
40002|7205094|1|14734|0003008300CEZI|
40002|7205096|1|14734|0003008300CEZI|
40002|7205098|1|14734|00276500000000|
40002|7205100|1|14734|00276500000000|
40002|7205102|1|14734|01030020000010|
40002|7205104|1|14734|07195020000000|
40002|7205106|1|14734|0003008300CEZI|
40002|7205108|1|14734|01030020000006|
40002|7205110|1|14734|01030020000010|
40002|7205112|1|14734|0001007A010000|
40002|7205114|1|14734|01030020000003|
40002|7205116|1|14734|01030020000006|
40002|7205118|1|14734|07195020000000|
40002|7205120|1|14734|01030020000006|
40002|7205122|1|14734|0003008300CEZI|
40002|7205124|1|14734|01030020000010|
