19080|15087932|9|1|200109|
19080|15087932|9|2|200109|
19080|15087932|9|3|200109|
19080|15087932|9|4|200109|
19080|15087932|9|5|200109|
19080|15087932|9|6|200109|
19080|15087944|9|1|200109|
19080|15087944|9|2|200109|
19080|15087944|9|3|200109|
19080|15089148|9|1|200109|
19080|15089148|9|2|200109|
19080|15089148|9|3|200109|
19080|15089246|9|1|200109|
19080|15089246|9|2|200109|
19080|15089246|9|3|200109|
19080|15091154|1|1|2001121|
19080|15091154|1|2|2001121|
19080|15091154|1|3|2001121|
19080|15091691|9|1|200109|
19080|15091691|9|2|200109|
19080|15091691|9|3|200109|
19080|15091691|9|4|200109|
19080|15091691|9|5|200109|
19080|15091691|9|6|200109|
19080|15091690|9|1|200109|
19080|15091690|9|2|200109|
19080|15091690|9|3|200109|
19080|15091690|9|4|200109|
19080|15091690|9|5|200109|
19080|15091690|9|6|200109|
19080|15091690|9|7|200109|
19080|15091849|1|1|2001121|
19080|15091849|1|2|2001121|
19080|15091849|1|3|2001121|
19080|15092141|4|1|200104|
19080|15092141|4|2|200104|
19080|15092142|9|1|200109|
19080|15098257|9|1|200109|
19080|15098257|9|2|200109|
19080|15098257|9|3|200109|
19080|15098257|9|4|200109|
19080|15098257|9|5|200109|
19080|15098257|9|6|200109|
19080|15098257|9|7|200109|
19080|15098257|9|8|200109|
19080|15098257|9|9|200109|
19080|15098257|9|10|200109|
19080|15098257|9|11|200109|
19080|15098257|9|12|200109|
19080|15098257|9|13|200109|
19080|15098257|9|14|200109|
19080|15098257|9|15|200109|
19080|15098257|9|16|200109|
19080|15098257|9|17|200109|
19080|15098257|9|18|200109|
19080|15098257|9|19|200109|
19080|15098257|9|20|200109|
19080|15098257|9|21|200109|
19080|15098257|9|22|200109|
19080|15098257|9|23|200109|
19080|15098257|9|24|200109|
19080|15098257|9|25|200109|
19080|15098257|9|26|200109|
19080|15098257|9|27|200109|
19080|15098257|9|28|200109|
19080|15098257|9|29|200109|
19080|15098257|9|30|200109|
19080|15098257|9|31|200109|
19080|15098257|9|32|200109|
19080|15098257|9|33|200109|
19080|15098257|9|34|200109|
19080|15098257|9|35|200109|
19080|15098257|9|36|200109|
19080|15098257|9|37|200109|
19080|15098638|1|1|200171|
19080|15099970|4|1|200104|
19080|15099970|4|2|200104|
19080|15099970|4|3|200104|
19080|15103524|4|1|200104|
19080|15103934|9|1|200109|
19080|15103934|9|2|200109|
19080|15103934|9|3|200109|
19080|15103934|9|4|200109|
19080|15103934|9|5|200109|
19080|15103934|9|6|200109|
19080|15103934|9|7|200109|
19080|15103934|9|8|200109|
19080|15103934|9|9|200109|
19080|15103934|9|10|200109|
19080|15103934|9|11|200109|
19080|15103934|9|12|200109|
19080|15103934|9|13|200109|
19080|15103934|9|14|200109|
19080|15103934|9|15|200109|
19080|15103934|9|16|200109|
19080|15103934|9|17|200109|
19080|15103934|9|18|200109|
19080|15103934|9|19|200109|
19080|15103934|9|20|200109|
19080|15103934|9|21|200109|
19080|15103934|9|22|200109|
19080|15103934|9|23|200109|
19080|15103934|9|24|200109|
19080|15104765|4|1|200104|
19080|15107279|4|1|200104|
19080|15107279|4|2|200104|
19080|15108238|2|1|200102|
19080|15108238|2|2|200102|
19080|15108238|2|3|200102|
19080|15108887|4|1|200104|
19080|15108887|4|2|200104|
19080|15108960|2|1|200102|
19080|15108960|2|2|200102|
19080|15108960|2|3|200102|
19080|15108960|2|4|200102|
19080|15108960|2|5|200102|
19080|15108960|2|6|200102|
19080|15108960|2|7|200102|
19080|15108960|2|8|200102|
19080|15108960|2|9|200102|
19080|15108960|2|10|200102|
19080|15108960|2|11|200102|
19080|15108960|2|12|200102|
19080|15108960|2|13|200102|
19080|15108960|2|14|200102|
19080|15108960|2|15|200102|
19080|15108960|2|16|200102|
19080|15108960|2|17|200102|
19080|15108960|2|18|200102|
19080|15108959|2|1|200102|
19080|15108959|2|2|200102|
19080|15108959|2|3|200102|
19080|15108959|2|4|200102|
19080|15108959|2|5|200102|
19080|15108959|2|6|200102|
19080|15108959|2|7|200102|
19080|15108959|2|8|200102|
19080|15108959|2|9|200102|
19080|15108959|2|10|200102|
19080|15108959|2|11|200102|
19080|15108959|2|12|200102|
19080|15108959|9|1|200109|
19080|15109501|2|1|200102|
19080|15110385|9|1|200109|
19080|15110385|9|2|200109|
19080|15110385|9|3|200109|
19080|15110386|4|1|200104|
19080|15110531|9|1|200109|
19080|15110531|9|2|200109|
19080|15110531|9|3|200109|
19080|15111270|9|1|200109|
19080|15111270|9|2|200109|
19080|15111270|9|3|200109|
19080|15112031|1|1|200171|
19080|15112631|1|1|200171|
19080|15113426|2|1|200102|
19080|15113426|9|1|200109|
19080|15113426|9|2|200109|
19080|15114228|9|1|200109|
19080|15114228|9|2|200109|
19080|15114228|9|3|200109|
19080|15116991|9|1|200109|
19080|15116991|9|2|200109|
19080|15116991|9|3|200109|
19080|15116991|9|4|200109|
19080|15116991|9|5|200109|
19080|15116991|9|6|200109|
19080|15117815|9|1|200109|
19080|15117815|9|2|200109|
19080|15117815|9|3|200109|
19080|15117815|9|4|200109|
19080|15117815|9|5|200109|
19080|15117815|9|6|200109|
19080|15117917|9|1|200109|
19080|15117917|9|2|200109|
19080|15117917|9|3|200109|
19080|15117917|9|4|200109|
19080|15117917|9|5|200109|
19080|15117917|9|6|200109|
19080|15117917|9|7|200109|
19080|15117917|9|8|200109|
19080|15117917|9|9|200109|
19080|15121853|1|1|200171|
19080|15127360|9|1|200109|
19080|15130773|9|1|200109|
19080|15130773|9|2|200109|
19080|15130773|9|3|200109|
19080|15130773|9|4|200109|
19080|15132483|9|1|200109|
19080|15132483|9|2|200109|
19080|15132483|9|3|200109|
19080|15132483|9|4|200109|
19080|15132569|9|1|200109|
19080|15132569|9|2|200109|
19080|15132569|9|3|200109|
19080|15132569|9|4|200109|
19080|15132569|9|5|200109|
19080|15132569|9|6|200109|
19080|15132569|9|7|200109|
19080|15132569|9|8|200109|
19080|15132569|9|9|200109|
19080|15132569|9|10|200109|
19080|15132569|9|11|200109|
19080|15132569|9|12|200109|
19080|15132569|9|13|200109|
19080|15132569|9|14|200109|
19080|15132569|9|15|200109|
19080|15132569|9|16|200109|
19080|15132569|9|17|200109|
