19080|98037294|1|1|90051|1|
19080|98037294|2|1|90051|1|
19080|98037294|1|1|90052|72|
19080|98037294|2|1|90052|72|
19080|98037294|1|1|90053|6735|
19080|98037294|2|1|90053|7718|
19080|98037612|1|1|90051|1|
19080|98037612|1|1|90052|72|
19080|98037612|1|1|90053|3045|
19080|98038060|1|1|90051|1|
19080|98038060|1|1|90052|72|
19080|98038060|1|1|90053|150294|
19080|98038310|1|1|90051|1|
19080|98038310|1|1|90052|71|
19080|98038310|1|1|90053|247703|
19080|98038855|1|1|90051|1|
19080|98038855|1|1|90052|92|
19080|98038855|1|1|90053|1198|
19080|98038883|1|1|90051|1|
19080|98038883|2|1|90051|1|
19080|98038883|1|1|90052|92|
19080|98038883|2|1|90052|92|
19080|98038883|1|1|90053|19|
19080|98038883|2|1|90053|369|
19080|98039005|1|1|90051|1|
19080|98039005|2|1|90051|1|
19080|98039005|1|1|90052|72|
19080|98039005|2|1|90052|72|
19080|98039005|1|1|90053|10240|
19080|98039005|2|1|90053|8150|
19080|98039157|1|1|90051|1|
19080|98039157|1|1|90052|72|
19080|98039157|1|1|90053|4396|
19080|98039656|1|1|90051|1|
19080|98039656|1|1|90052|71|
19080|98039656|1|1|90053|562785|
19080|98039914|1|1|90051|1|
19080|98039914|2|1|90051|1|
19080|98039914|1|1|90052|72|
19080|98039914|2|1|90052|72|
19080|98039914|1|1|90053|10568|
19080|98039914|2|1|90053|10240|
19080|98040415|1|1|90051|1|
19080|98040415|1|1|90052|92|
19080|98040415|1|1|90053|143|
19080|98040723|1|1|90051|1|
19080|98040723|2|1|90051|1|
19080|98040723|1|1|90052|72|
19080|98040723|2|1|90052|72|
19080|98040723|1|1|90053|4559|
19080|98040723|2|1|90053|3155|
19080|98041319|1|1|90051|1|
19080|98041319|1|1|90052|72|
19080|98041319|1|1|90053|2765|
19080|98041407|1|1|90051|1|
19080|98041407|1|1|90052|72|
19080|98041407|1|1|90053|1752|
19080|98041414|1|1|90051|1|
19080|98041414|1|1|90052|92|
19080|98041414|1|1|90053|1276|
19080|98041497|1|1|90051|1|
19080|98041497|1|1|90052|72|
19080|98041497|1|1|90053|542|
19080|98041992|1|1|90051|1|
19080|98041992|1|1|90052|92|
19080|98041992|1|1|90053|582|
19080|98042556|1|1|90051|1|
19080|98042556|1|1|90052|72|
19080|98042556|1|1|90053|461|
19080|98042906|1|1|90051|1|
19080|98042906|1|1|90052|72|
19080|98042906|1|1|90053|1735|
